Unnamed: 0,0,1,2,3,4,5,6,7
3201,7.5,No tiene datos,Glenn Berggoetz,Glenn Berggoetz,"When a gang of terrorists invade a campus building, it's up to English professor Joe McCann to save the day.",87,To Die Is Hard,tt1562904
3202,5.6,38,Rohit Shetty,Bunty Rathore,"In Goa, Pritam meets his love Geeta after many years. They decide to get married but the feud between their respective children creates tension in their marriage.",155,Golmaal 3,tt1562859
3203,5.6,No tiene datos,Angelo Bell,Angelo Bell,Professional assassin Serious Rogers seeks redemption by protecting a nanny and she'll kill anyone who gets in her way.,No tiene datos,Resurrection of Serious Rogers,tt1564907
3204,6.6,No tiene datos,Toshio Lee,Naoki Hyakuta,"Set in a high school boxing club in Osaka, Kabu is a likeable delinquent who cuts up during classes, but works masterfully in the boxing ring. Then one day on the subway, Kabu takes out three thugs who are harassing a young couple. When Kabu gets off the train, he realizes that the man being harassed is his childhood friend Yuki, who moved away several years back. To ... Leer todo",No tiene datos,Bokkusu!,tt1564559
3205,8.5,No tiene datos,Kerwin Go,"Percival Pableo, Rudy Rey, Harry Talledo","A look into the ancient and deadly Filipino Martial Art of Eskrima/Kali/Arnis. Eskrimadors traces the development of the fighting art from its roots in tribal warfare, to its evolution into a sport practiced in over 30 countries worldwide. Shot entirely in the island of Cebu, the birthplace of this fighting art.",66,Eskrimadors,tt1564048
3206,5.1,No tiene datos,Keoni Waxman,Frank Hannah,Jim Rhodes es un agente federal que vive con su hija en las montañas de Montana intentando sobreponerse a la muerte de uno de sus compañeros durante una misión. Los mismos hombres lo secuestran a él y a su hija.,98,Caza a muerte,tt1563719
3207,4.5,No tiene datos,Colin Strause,Joshua Cordes,"Extrañas luces descienden sobre la ciudad de Los Ángeles, atrayendo a la gente como polillas a la luz, cuando una fuerza extraterrestre amenaza con tragarse a toda la población humana de la faz de la Tierra.",92,Skyline,tt1564585
3208,6.7,83,Sebastian Copeland,Sebastian Copeland,"Into The Cold--A Journey of the Soul retraces the personal and harrowing expedition of two men on foot to the North Pole in sub-zero temperatures to commemorate the centennial of Admiral Peary's reach in 1909. It is a journey of endurance and commitment into the depth of the soul against the backdrop of the magnificent, unforgiving and rapidly vanishing Great North.",85,Into the Cold: A Journey of the Soul,tt1567344
3209,5.8,No tiene datos,Mike Winkler,"Courtney Arena, Mike Winkler","A criminal organization named 'the black dragons', has created a virus that will make the world very sick. It is up to 2 C.I.A. agents to locate the virus and stop it from being released to the world.",68,The Agency: Pursuit of the Ares Virus,tt1567156
3210,6.5,No tiene datos,Shôjirô Nakazawa,"Saburo Yatsude, Yasuko Kobayashi","A year after defeating Yogoshimacritein, the Go-ongers head to the wild western realm of Gunman World to defeat Gaiark's Pollution President Batcheed in a final confrontation. However, after defeating Engine-oh G9, Batcheed opens up a dimensional rift that sucks the Go-ongers and Engines to other Braneworlds. Soon after, while finding themselves fighting Ugatz, the Sh... Leer todo",64,Samurai sentai Shinkenjâ tai Gôonjâ Ginmakuban!,tt1567735
3211,No tiene datos,No tiene datos,Joy Dickson,Joy Dickson,"The story of Kalu, a young prince from Africa who seeks to escape his royal duties by fleeing to America. Torn between love and free will, his adventure experience in the land of liberty quickly unravels as he finds himself running for his life and Love.",107,Between Kings and Queens,tt1567755
3212,4.5,No tiene datos,William Lee,"Paula Lee, William Lee","Soon after hurricane Katrina, a bad situation became and out of control disaster . Looting in the streets, incompetent federal aid and lots of unanswered questions. When Daniel Kane, a retired CIA operative, returns to his hometown, he realizes his covert operation days are not over.",119,Dark Target,tt1568324
3213,4.5,29,Mike Gunther,Bobby Mort,"Brandon, a respected street fighter, is forced to flee the city after his brother is murdered and the money that was supposed to be paid back to a local gangster is stolen.",90,Beatdown,tt1568323
3214,2.8,No tiene datos,Joe Davison,Joe Davison,"10 year old Amelia's parents think it's time for her to go to sleep permanently, leaving her broken body in a silent shallow grave. 50 years later, Mommy and Daddy are back from hell, intent on wreaking the same deadly discipline on anyone not in bed by nightfall. Sisters Holly and Elizabeth are losing their minds, and their friends are losing their heads. Something e... Leer todo",78,As Night Falls,tt1568802
3215,3.0,No tiene datos,Korhan Bozkurt,Safak Sezer,"Safak Sezer as a sailor who returns to Istanbul, following misadventures with Somali pirates and a sojourn in a Budhist monastery, to do battle with a werewolf.",98,Kutsal Damacana 2: Itmen,tt1570619
3216,4.4,No tiene datos,Casper Haugegaard,Casper Haugegaard,Opstandelsen brings the zombie apocalypse into the house of God.,50,Opstandelsen,tt1571408
3217,5.7,No tiene datos,Kwok-Man Keung,Jing Wong,"Before his wife was murdered, Inspector Mann Cheung (Simon Yam) was a model to young detectives. However, with his wife's death, he was indulged in deep sorrow and became downhearted and dispirited. Not only was his detective image affected, his relationship with his daughter Yan (Wada Hiromi) also went downhill. The new superintendent Koo Kwok-keung (Fala Chen) assig... Leer todo",93,See piu fung wan,tt1572168
3218,6.9,49,Chandan Arora,Sunita Rajwar,"Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots, Suryakant - one of four siblings from Malad's Malvani slums, heads home. While doing so, he reflects on his childhood; his sisters: Devi and Rajni; brother Chandrakant; his dad, Shashikant, as well his mother; his expertise with the Carrom-board; run-ins with extortioni... Leer todo",128,Striker,tt1573482
3219,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,No tiene datos,tt1573109
3220,6.8,No tiene datos,Leandro Ipiña,"Leandro Ipiña, Andrés Maino","The story follows a 15-year-old Manuel Corvalán, who decides to leave his upper-class family and be disinherited by his father to join the newly formed Army of the Andes, commanded by the General José de San Martín.",90,San Martín: El cruce de Los Andes,tt1576458
3221,6.8,No tiene datos,Davo Weiss,Anna Koo,"An action sports documentary about empowering street kids and amputees, strengthening communities and creating a growing tribe of people to make the world a cooler place.",85,BoardHeads,tt1574541
3222,8.1,No tiene datos,Jay Irving,No tiene datos,"A 66 year old Night Cook living in Toronto goes in search of his family, traveling to his native Czechoslovakia for the fist time in 38 years.",58,The Night Cook,tt1576476
3223,7.2,86,Wil Berthaud,Wil Berthaud,"Debido a la muerte de sus padres, un joven se da cuenta de lo difícil y cruel que es la vida.",83,Underground,tt1577111
3224,5.7,20,Carl Bessai,Arne Olsen,"Un thriller alucinante sobre tres veinteañeros que se encuentran en un laberinto de tiempo imposible, donde cada día despiertan al mismo día aterrador que el anterior.",89,Repeaters,tt1580426
3225,2.3,No tiene datos,Olivier Gruner,"Olivier Gruner, Martin Mayo, Stephen Meier","The citizens of a small town face a nightmare of apocalyptic proportions after a government plane crashes nearby, unleashing a top-secret government experiment that can't be contained.",94,Re-Generator,tt1578265
3226,3.1,No tiene datos,Max Bartoli,"Max Bartoli, Doug Burch, Sam Ingraffia","The crew of a space shuttle encounters problems when hit by a ""space anomaly"".",95,Atlantis Down,tt1578259
3227,6.9,No tiene datos,Phillip Montgomery,Phillip Montgomery,"ReGENERATION explores the inherent cynicism found in many of today's youth and young adults, and the influences that perpetuate our culture's apathetic approach to social and political causes. The film features three intersecting stories of students, parents, and artists all looking for their place in society. Together they capture the thoughts and feelings of today's... Leer todo",81,ReGeneration,tt1580346
3228,5.6,No tiene datos,Brahmanandam,No tiene datos,No tiene datos,No tiene datos,Desadrohi,tt1582489
3229,No tiene datos,No tiene datos,Rajkrishna,BrahmanandamTaraka Ratna NandamuriSamna,No tiene datos,No tiene datos,Mukkanti,tt1582557
3230,6.3,No tiene datos,Marvin Kren,Benjamin Hessler,"Just when Michael arrives in Berlin to visit his ex-girlfriend Gabi, a terrible virus starts spreading across the city at a rapid pace, turning people into mindless homicidal maniacs. Much to Michael's concern, Gabi's not home; instead, he meets Harper, a teenage plumber's apprentice at work in her apartment block. Together, they manage to barricade themselves when ra... Leer todo",63,Siege of the dead,tt1583356
3231,5.4,27,Sriwass,"M. Rathnam, Sriwass",After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.,161,Rama Rama Krishna Krishna,tt1582584
3232,5.5,No tiene datos,Sreenu Vaitla,Gopimohan,A mimic artist/ventriloquist is fooled into believing that a woman loves him.,152,Namo Venkatesa,tt1582560
3233,6.1,No tiene datos,Bruce Weaver,Bruce Weaver,"A documentary that revives humanity's ancient spiritual past through interviews with Native American spiritualists, secular prophets, environmentalists, healers and leaders in the global sustainability movement.",120,Dance with Destiny,tt1582399
3234,6.0,50,Boyapati Srinu,M. Rathnam,A Tale of Father and Son who brings down Injustice in their reign.,155,Simha,tt1582604
3235,7.6,No tiene datos,Trivikram Srinivas,"Trivikram Srinivas, Ravi Kiran","When a mysterious illness ravages a remote village, the villagers embrace a reluctant taxi driver as their savior.",170,Khaleja,tt1582519
3236,4.3,No tiene datos,G. Eshwar Reddy,Naresh Namdev,A woman is abducted by a man who wants to forcibly wed her.,142,Seetharamula Kalyanam Lankalo,tt1582601
3237,6.7,No tiene datos,V.V. Vinayak,"Gopimohan, Kona Venkat, V.V. Vinayak",Male twins are separated at birth and live their lives in different backgrounds - until one gets abducted.,150,Adhurs,tt1582466
3238,4.8,No tiene datos,Brahmanandam,No tiene datos,"Bhavani (Sneha), an honest police officer in Hyderabad, is posted as Assistant Commissioner of police in Tirunelveli upon the request of Tamil Nadu government. The town is controlled by Sivalingam (Kota Srinivasa Rao), a rich and influential baddie and an aspiring politician. He indulges in all unlawful activities. Bhavani resolves to put an end to all his acts. Meanw... Leer todo",139,Bhavani IPS,tt1582477
3239,6.4,No tiene datos,Arun Singaraju,"Aarthi Agarwal, Raghu Babu, Brahmanandam","Teenage movie about Ajay who loves Shruti but can't sum up the guts to convey his feelings. Finally, when he gets the courage to tell her there comes a twist in the tale",No tiene datos,Taj Mahal,tt1582617
3240,3.6,No tiene datos,Gunasekhar,Gunasekhar,A soon to-be married bride is abducted by a man who is obsessed with her.,147,Varudu,tt1582637
3241,7.4,No tiene datos,S.S. Rajamouli,"S.S. Kanchi, S.S. Rajamouli","Un hombre regresa al pueblo de sus padres para reclamar sus tierras. Por el camino, entabla amistad con una joven encantadora. Sin que él lo sepa, la familia de ella está enemistada con la de él.",125,Maryada Ramanna,tt1582546
3242,4.6,No tiene datos,Kiran Kumar,Kiran Kumar,"Ramesh, nicknamed Rummy (Nagarjuna), loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time.",153,Kedi,tt1582524
3243,6.5,97,Veeru Potla,Veeru Potla,Ajay (Manoj Manchu) and his parents are estranged from their joint family in Rayalaseema. Ajay belongs to the family of Mahendra Naidu (Ahuti Prasad). Seshadri Naidu (Jaya Prakash Reddy) is the enemy of Mahendra Naidu. They keep killing each other's family members. The story is about how the free-spirited Ajay puts an end to this and unites both families.,143,Bindaas,tt1582478
